Id;PostId;UserId;BountyAmount;VoteTypeId;CreationDate
3105;1117;NULL;NULL;2;2008-08-04 00:00:00.000
3106;1130;NULL;NULL;2;2008-08-04 00:00:00.000
3108;1019;NULL;NULL;3;2008-08-04 00:00:00.000
3112;490;NULL;NULL;3;2008-08-04 00:00:00.000
3113;1130;NULL;NULL;2;2008-08-04 00:00:00.000
3114;875;NULL;NULL;3;2008-08-04 00:00:00.000
3115;1108;NULL;NULL;2;2008-08-04 00:00:00.000
3116;1130;NULL;NULL;2;2008-08-04 00:00:00.000
3117;1094;NULL;NULL;3;2008-08-04 00:00:00.000
3118;874;NULL;NULL;3;2008-08-04 00:00:00.000
3119;1094;NULL;NULL;2;2008-08-04 00:00:00.000
3121;1079;NULL;NULL;2;2008-08-04 00:00:00.000
3122;1108;NULL;NULL;2;2008-08-04 00:00:00.000
3123;1130;NULL;NULL;2;2008-08-04 00:00:00.000
3124;1084;NULL;NULL;2;2008-08-04 00:00:00.000
3125;1145;NULL;NULL;2;2008-08-04 00:00:00.000
3126;902;NULL;NULL;2;2008-08-04 00:00:00.000
3127;848;NULL;NULL;2;2008-08-04 00:00:00.000
3128;1152;NULL;NULL;2;2008-08-04 00:00:00.000
3129;86;NULL;NULL;2;2008-08-04 00:00:00.000
3130;1156;NULL;NULL;2;2008-08-04 00:00:00.000
3131;1157;NULL;NULL;2;2008-08-04 00:00:00.000
3132;848;NULL;NULL;2;2008-08-04 00:00:00.000
3133;1154;NULL;NULL;2;2008-08-04 00:00:00.000
3134;972;NULL;NULL;2;2008-08-04 00:00:00.000
3135;163;NULL;NULL;2;2008-08-04 00:00:00.000
3137;982;NULL;NULL;2;2008-08-04 00:00:00.000
3138;374;NULL;NULL;2;2008-08-04 00:00:00.000
3139;441;NULL;NULL;2;2008-08-04 00:00:00.000
3140;910;NULL;NULL;2;2008-08-04 00:00:00.000
3141;12;NULL;NULL;2;2008-08-04 00:00:00.000
3142;1154;NULL;NULL;2;2008-08-04 00:00:00.000
3143;1155;NULL;NULL;2;2008-08-04 00:00:00.000
3144;1153;NULL;NULL;2;2008-08-04 00:00:00.000
3145;1149;NULL;NULL;2;2008-08-04 00:00:00.000
3146;1163;NULL;NULL;2;2008-08-04 00:00:00.000
3147;1157;NULL;NULL;2;2008-08-04 00:00:00.000
3148;654;NULL;NULL;2;2008-08-04 00:00:00.000
3149;632;NULL;NULL;2;2008-08-04 00:00:00.000
3150;369;NULL;NULL;2;2008-08-04 00:00:00.000
3151;543;NULL;NULL;2;2008-08-04 00:00:00.000
3154;546;NULL;NULL;2;2008-08-04 00:00:00.000
3155;374;NULL;NULL;2;2008-08-04 00:00:00.000
3156;1110;NULL;NULL;3;2008-08-04 00:00:00.000
3157;760;NULL;NULL;2;2008-08-04 00:00:00.000
3158;240;NULL;NULL;2;2008-08-04 00:00:00.000
3159;1117;NULL;NULL;2;2008-08-04 00:00:00.000
3160;788;NULL;NULL;2;2008-08-04 00:00:00.000
3161;716;NULL;NULL;2;2008-08-04 00:00:00.000
3162;848;NULL;NULL;2;2008-08-04 00:00:00.000
3163;714;NULL;NULL;2;2008-08-04 00:00:00.000
3164;1169;NULL;NULL;2;2008-08-04 00:00:00.000
3165;480;NULL;NULL;2;2008-08-04 00:00:00.000
3166;478;NULL;NULL;2;2008-08-04 00:00:00.000
3173;1172;NULL;NULL;2;2008-08-04 00:00:00.000
3174;1153;NULL;NULL;2;2008-08-04 00:00:00.000
3175;1160;NULL;NULL;2;2008-08-04 00:00:00.000
3176;1169;NULL;NULL;2;2008-08-04 00:00:00.000
3177;246;NULL;NULL;2;2008-08-04 00:00:00.000
3178;104;NULL;NULL;2;2008-08-04 00:00:00.000
3179;161;NULL;NULL;2;2008-08-04 00:00:00.000
3180;639;NULL;NULL;2;2008-08-04 00:00:00.000
3181;878;NULL;NULL;2;2008-08-04 00:00:00.000
3182;1180;NULL;NULL;2;2008-08-04 00:00:00.000
3183;1186;NULL;NULL;2;2008-08-04 00:00:00.000
3184;1185;NULL;NULL;2;2008-08-04 00:00:00.000
3185;1078;NULL;NULL;2;2008-08-04 00:00:00.000
3186;1187;NULL;NULL;2;2008-08-04 00:00:00.000
3187;425;NULL;NULL;2;2008-08-04 00:00:00.000
3188;446;NULL;NULL;3;2008-08-04 00:00:00.000
3191;1180;NULL;NULL;2;2008-08-04 00:00:00.000
3192;759;NULL;NULL;2;2008-08-04 00:00:00.000
3193;507;NULL;NULL;2;2008-08-04 00:00:00.000
3194;1198;NULL;NULL;2;2008-08-04 00:00:00.000
3195;747;NULL;NULL;2;2008-08-04 00:00:00.000
3196;962;NULL;NULL;2;2008-08-04 00:00:00.000
3197;965;NULL;NULL;2;2008-08-04 00:00:00.000
3198;746;NULL;NULL;2;2008-08-04 00:00:00.000
3199;627;NULL;NULL;2;2008-08-04 00:00:00.000
3200;1084;NULL;NULL;2;2008-08-04 00:00:00.000
3201;386;NULL;NULL;2;2008-08-04 00:00:00.000
3202;1187;NULL;NULL;2;2008-08-04 00:00:00.000
3203;599;NULL;NULL;2;2008-08-04 00:00:00.000
3204;177;NULL;NULL;2;2008-08-04 00:00:00.000
3205;917;NULL;NULL;2;2008-08-04 00:00:00.000
3206;923;NULL;NULL;2;2008-08-04 00:00:00.000
3207;928;NULL;NULL;2;2008-08-04 00:00:00.000
3208;1189;NULL;NULL;2;2008-08-04 00:00:00.000
3209;1202;NULL;NULL;2;2008-08-04 00:00:00.000
3210;1080;NULL;NULL;2;2008-08-04 00:00:00.000
3211;1186;NULL;NULL;2;2008-08-04 00:00:00.000
3212;917;NULL;NULL;2;2008-08-04 00:00:00.000
3213;177;NULL;NULL;2;2008-08-04 00:00:00.000
3214;768;NULL;NULL;2;2008-08-04 00:00:00.000
3215;75;NULL;NULL;3;2008-08-04 00:00:00.000
3216;177;NULL;NULL;2;2008-08-04 00:00:00.000
3217;687;NULL;NULL;2;2008-08-04 00:00:00.000
3218;1185;NULL;NULL;3;2008-08-04 00:00:00.000
3219;1181;NULL;NULL;3;2008-08-04 00:00:00.000
3220;136;NULL;NULL;2;2008-08-04 00:00:00.000
3221;960;NULL;NULL;2;2008-08-04 00:00:00.000
3222;1205;NULL;NULL;3;2008-08-04 00:00:00.000
3223;1205;NULL;NULL;3;2008-08-04 00:00:00.000
3224;1203;NULL;NULL;2;2008-08-04 00:00:00.000
3225;1205;NULL;NULL;3;2008-08-04 00:00:00.000
3226;1205;NULL;NULL;3;2008-08-04 00:00:00.000
3228;757;NULL;NULL;3;2008-08-04 00:00:00.000
3229;1157;NULL;NULL;2;2008-08-04 00:00:00.000
3230;824;NULL;NULL;3;2008-08-04 00:00:00.000
3231;638;NULL;NULL;3;2008-08-04 00:00:00.000
3232;1212;NULL;NULL;3;2008-08-04 00:00:00.000
3235;1205;NULL;NULL;3;2008-08-04 00:00:00.000
3236;1212;NULL;NULL;2;2008-08-04 00:00:00.000
3237;1209;NULL;NULL;2;2008-08-04 00:00:00.000
3239;505;NULL;NULL;2;2008-08-04 00:00:00.000
3240;507;NULL;NULL;2;2008-08-04 00:00:00.000
3241;506;NULL;NULL;2;2008-08-04 00:00:00.000
3244;1157;NULL;NULL;2;2008-08-04 00:00:00.000
3245;1156;NULL;NULL;2;2008-08-04 00:00:00.000
3249;1212;NULL;NULL;3;2008-08-04 00:00:00.000
3250;1157;NULL;NULL;2;2008-08-04 00:00:00.000
3251;1218;NULL;NULL;2;2008-08-04 00:00:00.000
3252;1211;NULL;NULL;2;2008-08-04 00:00:00.000
3254;843;NULL;NULL;2;2008-08-04 00:00:00.000
3255;1207;NULL;NULL;2;2008-08-04 00:00:00.000
3256;1220;NULL;NULL;2;2008-08-04 00:00:00.000
3257;1205;NULL;NULL;2;2008-08-04 00:00:00.000
3258;1130;NULL;NULL;2;2008-08-04 00:00:00.000
3259;1108;NULL;NULL;2;2008-08-04 00:00:00.000
3260;506;NULL;NULL;2;2008-08-04 00:00:00.000
3261;1220;NULL;NULL;2;2008-08-04 00:00:00.000
3262;719;NULL;NULL;3;2008-08-04 00:00:00.000
3263;1197;NULL;NULL;2;2008-08-04 00:00:00.000
3269;1205;NULL;NULL;3;2008-08-04 00:00:00.000
3271;425;NULL;NULL;2;2008-08-04 00:00:00.000
3272;1211;NULL;NULL;2;2008-08-04 00:00:00.000
3273;421;NULL;NULL;2;2008-08-04 00:00:00.000
3274;896;NULL;NULL;2;2008-08-04 00:00:00.000
3277;1221;NULL;NULL;2;2008-08-04 00:00:00.000
3278;665;NULL;NULL;2;2008-08-04 00:00:00.000
3279;684;NULL;NULL;2;2008-08-04 00:00:00.000
3280;1212;NULL;NULL;3;2008-08-04 00:00:00.000
3281;1204;NULL;NULL;2;2008-08-04 00:00:00.000
3283;1169;NULL;NULL;2;2008-08-04 00:00:00.000
3285;1204;NULL;NULL;2;2008-08-04 00:00:00.000
3286;1130;NULL;NULL;2;2008-08-04 00:00:00.000
3288;1230;NULL;NULL;2;2008-08-04 00:00:00.000
3290;1205;NULL;NULL;2;2008-08-04 00:00:00.000
3293;1019;NULL;NULL;3;2008-08-04 00:00:00.000
3294;1221;NULL;NULL;2;2008-08-04 00:00:00.000
3295;719;NULL;NULL;3;2008-08-04 00:00:00.000
3296;1207;NULL;NULL;2;2008-08-04 00:00:00.000
3297;480;NULL;NULL;3;2008-08-04 00:00:00.000
3298;1212;NULL;NULL;3;2008-08-04 00:00:00.000
3299;922;NULL;NULL;2;2008-08-04 00:00:00.000
3300;1157;NULL;NULL;1;2008-08-04 00:00:00.000
3301;1034;NULL;NULL;3;2008-08-04 00:00:00.000
3302;1236;NULL;NULL;2;2008-08-04 00:00:00.000
3303;902;NULL;NULL;2;2008-08-04 00:00:00.000
3304;1207;NULL;NULL;2;2008-08-04 00:00:00.000
3305;166;NULL;NULL;2;2008-08-04 00:00:00.000
3306;205;NULL;NULL;2;2008-08-04 00:00:00.000
3307;170;NULL;NULL;2;2008-08-04 00:00:00.000
3308;1233;NULL;NULL;2;2008-08-04 00:00:00.000
3309;873;NULL;NULL;2;2008-08-04 00:00:00.000
3310;1232;NULL;NULL;2;2008-08-04 00:00:00.000
3311;887;NULL;NULL;2;2008-08-04 00:00:00.000
3312;759;NULL;NULL;2;2008-08-04 00:00:00.000
3313;1232;NULL;NULL;1;2008-08-04 00:00:00.000
3314;1212;NULL;NULL;2;2008-08-04 00:00:00.000
3315;1212;NULL;NULL;3;2008-08-04 00:00:00.000
3316;1246;NULL;NULL;2;2008-08-04 00:00:00.000
3319;1209;NULL;NULL;2;2008-08-04 00:00:00.000
3320;1211;NULL;NULL;3;2008-08-04 00:00:00.000
3321;1246;NULL;NULL;1;2008-08-04 00:00:00.000
3322;1225;NULL;NULL;2;2008-08-04 00:00:00.000
3323;1239;NULL;NULL;2;2008-08-04 00:00:00.000
3324;568;NULL;NULL;2;2008-08-04 00:00:00.000
3325;1246;NULL;NULL;2;2008-08-04 00:00:00.000
3326;1245;NULL;NULL;2;2008-08-04 00:00:00.000
3327;1245;NULL;NULL;2;2008-08-04 00:00:00.000
3328;1243;NULL;NULL;2;2008-08-04 00:00:00.000
3329;1243;NULL;NULL;1;2008-08-04 00:00:00.000
3330;1246;NULL;NULL;2;2008-08-04 00:00:00.000
3332;1056;NULL;NULL;2;2008-08-04 00:00:00.000
3333;871;NULL;NULL;2;2008-08-04 00:00:00.000
3334;564;NULL;NULL;2;2008-08-04 00:00:00.000
3335;1084;NULL;NULL;2;2008-08-04 00:00:00.000
3336;824;NULL;NULL;2;2008-08-04 00:00:00.000
3337;11;NULL;NULL;2;2008-08-04 00:00:00.000
3339;1250;NULL;NULL;2;2008-08-04 00:00:00.000
3340;1251;NULL;NULL;2;2008-08-04 00:00:00.000
3341;1075;NULL;NULL;2;2008-08-04 00:00:00.000
3342;1084;NULL;NULL;2;2008-08-04 00:00:00.000
3344;1245;NULL;NULL;3;2008-08-04 00:00:00.000
3349;621;NULL;NULL;3;2008-08-04 00:00:00.000
3350;1131;NULL;NULL;2;2008-08-04 00:00:00.000
3353;1240;NULL;NULL;2;2008-08-04 00:00:00.000
3354;1252;NULL;NULL;3;2008-08-04 00:00:00.000
3355;1246;NULL;NULL;3;2008-08-04 00:00:00.000
3356;906;NULL;NULL;2;2008-08-04 00:00:00.000
3357;921;NULL;NULL;2;2008-08-04 00:00:00.000
3358;898;NULL;NULL;2;2008-08-04 00:00:00.000
3360;1225;NULL;NULL;2;2008-08-04 00:00:00.000
3361;1218;NULL;NULL;3;2008-08-04 00:00:00.000
3363;1256;NULL;NULL;2;2008-08-04 00:00:00.000
3364;1211;NULL;NULL;3;2008-08-04 00:00:00.000
3365;1259;NULL;NULL;2;2008-08-04 00:00:00.000
3366;1243;NULL;NULL;3;2008-08-04 00:00:00.000
3370;1225;NULL;NULL;2;2008-08-04 00:00:00.000
3373;1211;NULL;NULL;2;2008-08-04 00:00:00.000
3374;1225;NULL;NULL;3;2008-08-04 00:00:00.000
3375;1242;NULL;NULL;2;2008-08-04 00:00:00.000
3376;495;NULL;NULL;3;2008-08-04 00:00:00.000
3377;654;NULL;NULL;2;2008-08-04 00:00:00.000
3378;639;NULL;NULL;2;2008-08-04 00:00:00.000
3379;1261;NULL;NULL;3;2008-08-04 00:00:00.000
3381;1261;NULL;NULL;3;2008-08-04 00:00:00.000
3382;917;NULL;NULL;3;2008-08-04 00:00:00.000
3383;1231;NULL;NULL;2;2008-08-04 00:00:00.000
3384;1231;NULL;NULL;1;2008-08-04 00:00:00.000
3386;1261;NULL;NULL;2;2008-08-04 00:00:00.000
3387;1264;NULL;NULL;2;2008-08-04 00:00:00.000
3388;913;NULL;NULL;2;2008-08-04 00:00:00.000
3389;1084;NULL;NULL;2;2008-08-04 00:00:00.000
3392;1200;NULL;NULL;2;2008-08-04 00:00:00.000
3394;1212;NULL;NULL;3;2008-08-04 00:00:00.000
3395;1209;NULL;NULL;2;2008-08-04 00:00:00.000
3396;1261;NULL;NULL;2;2008-08-04 00:00:00.000
3397;1264;NULL;NULL;2;2008-08-04 00:00:00.000
3398;1205;NULL;NULL;3;2008-08-04 00:00:00.000
3400;1268;NULL;NULL;2;2008-08-04 00:00:00.000
3401;1196;NULL;NULL;3;2008-08-04 00:00:00.000
3402;1264;NULL;NULL;2;2008-08-04 00:00:00.000
3403;980;NULL;NULL;2;2008-08-04 00:00:00.000
3404;334;NULL;NULL;2;2008-08-04 00:00:00.000
3405;1007;NULL;NULL;3;2008-08-04 00:00:00.000
3406;969;NULL;NULL;3;2008-08-04 00:00:00.000
3407;1269;NULL;NULL;2;2008-08-04 00:00:00.000
3408;1272;NULL;NULL;2;2008-08-04 00:00:00.000
3409;1252;NULL;NULL;3;2008-08-04 00:00:00.000
3410;584;NULL;NULL;2;2008-08-04 00:00:00.000
3413;1270;NULL;NULL;2;2008-08-04 00:00:00.000
3414;1218;NULL;NULL;2;2008-08-04 00:00:00.000
3415;1224;NULL;NULL;2;2008-08-04 00:00:00.000
3416;1211;NULL;NULL;2;2008-08-04 00:00:00.000
3417;1227;NULL;NULL;2;2008-08-04 00:00:00.000
3418;1264;NULL;NULL;2;2008-08-04 00:00:00.000
3419;1256;NULL;NULL;2;2008-08-04 00:00:00.000
3420;954;NULL;NULL;2;2008-08-04 00:00:00.000
3421;955;NULL;NULL;2;2008-08-04 00:00:00.000
3422;956;NULL;NULL;2;2008-08-04 00:00:00.000
3423;985;NULL;NULL;2;2008-08-04 00:00:00.000
3424;1021;NULL;NULL;2;2008-08-04 00:00:00.000
3425;976;NULL;NULL;2;2008-08-04 00:00:00.000
3426;970;NULL;NULL;2;2008-08-04 00:00:00.000
3427;967;NULL;NULL;2;2008-08-04 00:00:00.000
3428;961;NULL;NULL;2;2008-08-04 00:00:00.000
3429;957;NULL;NULL;2;2008-08-04 00:00:00.000
3430;958;NULL;NULL;2;2008-08-04 00:00:00.000
3433;1266;NULL;NULL;2;2008-08-04 00:00:00.000
3434;568;NULL;NULL;2;2008-08-04 00:00:00.000
3435;1220;NULL;NULL;2;2008-08-04 00:00:00.000
3436;1211;NULL;NULL;3;2008-08-04 00:00:00.000
3438;1225;NULL;NULL;2;2008-08-04 00:00:00.000
3439;1211;NULL;NULL;3;2008-08-04 00:00:00.000
3440;707;NULL;NULL;2;2008-08-04 00:00:00.000
3441;1246;NULL;NULL;2;2008-08-04 00:00:00.000
3446;630;NULL;NULL;2;2008-08-04 00:00:00.000
3447;1245;NULL;NULL;2;2008-08-04 00:00:00.000
3448;1205;NULL;NULL;2;2008-08-04 00:00:00.000
3449;1221;NULL;NULL;2;2008-08-04 00:00:00.000
3450;441;NULL;NULL;2;2008-08-04 00:00:00.000
3451;468;NULL;NULL;2;2008-08-04 00:00:00.000
3452;1205;NULL;NULL;3;2008-08-04 00:00:00.000
3453;1117;NULL;NULL;2;2008-08-04 00:00:00.000
3454;1261;NULL;NULL;2;2008-08-04 00:00:00.000
3455;682;NULL;NULL;2;2008-08-04 00:00:00.000
3456;1125;NULL;NULL;2;2008-08-04 00:00:00.000
3457;1256;NULL;NULL;2;2008-08-04 00:00:00.000
3458;1246;NULL;NULL;2;2008-08-04 00:00:00.000
3459;1245;NULL;NULL;2;2008-08-04 00:00:00.000
3460;1256;NULL;NULL;3;2008-08-04 00:00:00.000
3461;759;NULL;NULL;2;2008-08-04 00:00:00.000
3462;336;NULL;NULL;2;2008-08-04 00:00:00.000
3463;1264;NULL;NULL;2;2008-08-04 00:00:00.000
3464;1237;NULL;NULL;2;2008-08-04 00:00:00.000
3465;1007;NULL;NULL;3;2008-08-04 00:00:00.000
3466;1233;NULL;NULL;2;2008-08-04 00:00:00.000
3467;515;NULL;NULL;2;2008-08-04 00:00:00.000
3469;1285;NULL;NULL;2;2008-08-04 00:00:00.000
3470;723;NULL;NULL;1;2008-08-04 00:00:00.000
3472;1211;NULL;NULL;3;2008-08-04 00:00:00.000
3482;1127;NULL;NULL;2;2008-08-04 00:00:00.000
3483;1285;NULL;NULL;2;2008-08-04 00:00:00.000
3485;1245;NULL;NULL;3;2008-08-04 00:00:00.000
3486;630;NULL;NULL;2;2008-08-04 00:00:00.000
3488;1285;NULL;NULL;3;2008-08-04 00:00:00.000
3489;1264;NULL;NULL;2;2008-08-04 00:00:00.000
3490;1261;NULL;NULL;2;2008-08-04 00:00:00.000
3491;509;NULL;NULL;1;2008-08-04 00:00:00.000
3492;1269;NULL;NULL;2;2008-08-04 00:00:00.000
3493;1272;NULL;NULL;2;2008-08-04 00:00:00.000
3494;1278;NULL;NULL;2;2008-08-04 00:00:00.000
3495;539;NULL;NULL;2;2008-08-04 00:00:00.000
3496;529;NULL;NULL;2;2008-08-04 00:00:00.000
3497;495;NULL;NULL;3;2008-08-04 00:00:00.000
3498;216;NULL;NULL;2;2008-08-04 00:00:00.000
3499;444;NULL;NULL;2;2008-08-04 00:00:00.000
3500;211;NULL;NULL;2;2008-08-04 00:00:00.000
3501;1250;NULL;NULL;2;2008-08-04 00:00:00.000
3502;1026;NULL;NULL;2;2008-08-04 00:00:00.000
3503;1024;NULL;NULL;2;2008-08-04 00:00:00.000
3504;453;NULL;NULL;2;2008-08-04 00:00:00.000
3505;1284;NULL;NULL;2;2008-08-04 00:00:00.000
3508;911;NULL;NULL;2;2008-08-04 00:00:00.000
3509;1280;NULL;NULL;2;2008-08-04 00:00:00.000
3510;1288;NULL;NULL;2;2008-08-04 00:00:00.000
3511;826;NULL;NULL;2;2008-08-04 00:00:00.000
3514;1288;NULL;NULL;2;2008-08-04 00:00:00.000
3515;1280;NULL;NULL;2;2008-08-04 00:00:00.000
3516;1302;NULL;NULL;2;2008-08-04 00:00:00.000
3517;1291;NULL;NULL;2;2008-08-04 00:00:00.000
3518;539;NULL;NULL;1;2008-08-04 00:00:00.000
3519;1306;NULL;NULL;2;2008-08-04 00:00:00.000
3520;1306;NULL;NULL;2;2008-08-04 00:00:00.000
3521;1230;NULL;NULL;2;2008-08-04 00:00:00.000
3522;1233;NULL;NULL;2;2008-08-04 00:00:00.000
3523;309;NULL;NULL;2;2008-08-04 00:00:00.000
3524;1211;NULL;NULL;2;2008-08-04 00:00:00.000
3549;913;NULL;NULL;2;2008-08-04 00:00:00.000
3550;1304;NULL;NULL;2;2008-08-04 00:00:00.000
3551;1309;NULL;NULL;2;2008-08-04 00:00:00.000
3552;1325;NULL;NULL;2;2008-08-04 00:00:00.000
3553;1309;NULL;NULL;2;2008-08-04 00:00:00.000
3554;604;NULL;NULL;2;2008-08-04 00:00:00.000
3555;1320;NULL;NULL;2;2008-08-04 00:00:00.000
3556;839;NULL;NULL;2;2008-08-04 00:00:00.000
3557;1284;NULL;NULL;2;2008-08-04 00:00:00.000
3558;317;NULL;NULL;2;2008-08-04 00:00:00.000
3560;1318;NULL;NULL;2;2008-08-04 00:00:00.000
3561;738;NULL;NULL;2;2008-08-04 00:00:00.000
3562;1325;NULL;NULL;2;2008-08-04 00:00:00.000
3563;1325;NULL;NULL;2;2008-08-04 00:00:00.000
3564;1313;NULL;NULL;2;2008-08-04 00:00:00.000
3565;343;NULL;NULL;2;2008-08-04 00:00:00.000
3566;1331;NULL;NULL;2;2008-08-04 00:00:00.000
3567;317;NULL;NULL;2;2008-08-04 00:00:00.000
3568;298;NULL;NULL;2;2008-08-04 00:00:00.000
3569;289;NULL;NULL;2;2008-08-04 00:00:00.000
3570;1331;NULL;NULL;2;2008-08-04 00:00:00.000
3571;103;NULL;NULL;2;2008-08-04 00:00:00.000
3572;357;NULL;NULL;2;2008-08-04 00:00:00.000
3573;1284;NULL;NULL;2;2008-08-04 00:00:00.000
3574;1033;NULL;NULL;2;2008-08-04 00:00:00.000
3575;1034;NULL;NULL;2;2008-08-04 00:00:00.000
3576;1331;NULL;NULL;2;2008-08-04 00:00:00.000
3577;1334;NULL;NULL;2;2008-08-04 00:00:00.000
3578;1335;NULL;NULL;2;2008-08-04 00:00:00.000
3579;1337;NULL;NULL;2;2008-08-04 00:00:00.000
3580;1339;NULL;NULL;2;2008-08-04 00:00:00.000
3581;533;NULL;NULL;3;2008-08-04 00:00:00.000
3582;1257;NULL;NULL;2;2008-08-04 00:00:00.000
3583;1056;NULL;NULL;2;2008-08-04 00:00:00.000
3584;1329;NULL;NULL;3;2008-08-04 00:00:00.000
3586;1329;NULL;NULL;3;2008-08-04 00:00:00.000
3587;1338;NULL;NULL;2;2008-08-04 00:00:00.000
3800;1394;NULL;NULL;2;2008-08-04 00:00:00.000
3801;1383;NULL;NULL;2;2008-08-04 00:00:00.000
3802;62;NULL;NULL;2;2008-08-04 00:00:00.000
3803;1099;NULL;NULL;3;2008-08-04 00:00:00.000
3804;1385;NULL;NULL;3;2008-08-04 00:00:00.000
3806;569;NULL;NULL;2;2008-08-04 00:00:00.000
3807;769;NULL;NULL;3;2008-08-04 00:00:00.000
3808;14;NULL;NULL;3;2008-08-04 00:00:00.000
3809;1358;NULL;NULL;2;2008-08-04 00:00:00.000
3810;1439;NULL;NULL;3;2008-08-04 00:00:00.000
3811;1369;NULL;NULL;3;2008-08-04 00:00:00.000
3812;1432;NULL;NULL;2;2008-08-04 00:00:00.000
3813;596;NULL;NULL;2;2008-08-04 00:00:00.000
3814;1432;NULL;NULL;1;2008-08-04 00:00:00.000
3815;346;NULL;NULL;2;2008-08-04 00:00:00.000
3817;1406;NULL;NULL;3;2008-08-04 00:00:00.000
3818;1399;NULL;NULL;2;2008-08-04 00:00:00.000
3821;1239;NULL;NULL;2;2008-08-04 00:00:00.000
3822;1439;NULL;NULL;2;2008-08-04 00:00:00.000
3823;1406;NULL;NULL;2;2008-08-04 00:00:00.000
3824;533;NULL;NULL;2;2008-08-04 00:00:00.000
3825;351;NULL;NULL;2;2008-08-04 00:00:00.000
3826;585;NULL;NULL;2;2008-08-04 00:00:00.000
3827;580;NULL;NULL;2;2008-08-04 00:00:00.000
3829;1352;NULL;NULL;2;2008-08-04 00:00:00.000
3831;1440;NULL;NULL;2;2008-08-04 00:00:00.000
3832;869;NULL;NULL;2;2008-08-04 00:00:00.000
3833;1404;NULL;NULL;2;2008-08-04 00:00:00.000
3834;10;NULL;NULL;2;2008-08-04 00:00:00.000
3835;1372;NULL;NULL;2;2008-08-04 00:00:00.000
3836;686;NULL;NULL;2;2008-08-04 00:00:00.000
3837;1441;NULL;NULL;2;2008-08-04 00:00:00.000
3838;1443;NULL;NULL;2;2008-08-04 00:00:00.000
3839;1369;NULL;NULL;2;2008-08-04 00:00:00.000
3840;1399;NULL;NULL;2;2008-08-04 00:00:00.000
3841;1385;NULL;NULL;3;2008-08-04 00:00:00.000
3842;586;NULL;NULL;2;2008-08-04 00:00:00.000
3844;1437;NULL;NULL;3;2008-08-04 00:00:00.000
3845;94;NULL;NULL;2;2008-08-04 00:00:00.000
3846;90;NULL;NULL;2;2008-08-04 00:00:00.000
3848;1404;NULL;NULL;2;2008-08-04 00:00:00.000
3849;581;NULL;NULL;2;2008-08-04 00:00:00.000
3850;634;NULL;NULL;2;2008-08-04 00:00:00.000
3851;636;NULL;NULL;2;2008-08-04 00:00:00.000
3852;1393;NULL;NULL;2;2008-08-04 00:00:00.000
3857;484;NULL;NULL;2;2008-08-04 00:00:00.000
3858;1329;NULL;NULL;2;2008-08-04 00:00:00.000
3859;1019;NULL;NULL;3;2008-08-04 00:00:00.000
3860;1125;NULL;NULL;2;2008-08-04 00:00:00.000
3861;458;NULL;NULL;2;2008-08-04 00:00:00.000
3862;94;NULL;NULL;2;2008-08-04 00:00:00.000
3863;484;NULL;NULL;2;2008-08-04 00:00:00.000
3865;1460;NULL;NULL;3;2008-08-04 00:00:00.000
3866;1460;NULL;NULL;2;2008-08-04 00:00:00.000
3867;1281;NULL;NULL;2;2008-08-04 00:00:00.000
3868;1023;NULL;NULL;2;2008-08-04 00:00:00.000
3871;1462;NULL;NULL;2;2008-08-04 00:00:00.000
3872;479;NULL;NULL;2;2008-08-04 00:00:00.000
3875;563;NULL;NULL;2;2008-08-04 00:00:00.000
3876;1461;NULL;NULL;2;2008-08-04 00:00:00.000
3877;1465;NULL;NULL;2;2008-08-04 00:00:00.000
3880;1457;NULL;NULL;2;2008-08-04 00:00:00.000
3885;1456;NULL;NULL;2;2008-08-04 00:00:00.000
3886;453;NULL;NULL;2;2008-08-04 00:00:00.000
3887;1470;NULL;NULL;2;2008-08-04 00:00:00.000
3888;1470;NULL;NULL;2;2008-08-04 00:00:00.000
3889;636;NULL;NULL;2;2008-08-04 00:00:00.000
3892;1104;NULL;NULL;2;2008-08-04 00:00:00.000
3893;1470;NULL;NULL;2;2008-08-04 00:00:00.000
3894;1469;NULL;NULL;3;2008-08-04 00:00:00.000
3895;795;NULL;NULL;2;2008-08-04 00:00:00.000
3896;1058;NULL;NULL;3;2008-08-04 00:00:00.000
3899;1469;NULL;NULL;2;2008-08-04 00:00:00.000
3900;1468;NULL;NULL;2;2008-08-04 00:00:00.000
3901;1467;NULL;NULL;2;2008-08-04 00:00:00.000
3902;1457;NULL;NULL;2;2008-08-04 00:00:00.000
3903;296;NULL;NULL;3;2008-08-04 00:00:00.000
3904;1470;NULL;NULL;2;2008-08-04 00:00:00.000
3905;1470;NULL;NULL;2;2008-08-04 00:00:00.000
3906;1469;NULL;NULL;2;2008-08-04 00:00:00.000
3907;1439;NULL;NULL;3;2008-08-04 00:00:00.000
3908;1476;NULL;NULL;3;2008-08-04 00:00:00.000
3909;1469;NULL;NULL;3;2008-08-04 00:00:00.000
3910;1459;NULL;NULL;2;2008-08-04 00:00:00.000
3911;1385;NULL;NULL;3;2008-08-04 00:00:00.000
3912;1451;NULL;NULL;2;2008-08-04 00:00:00.000
3913;1398;NULL;NULL;2;2008-08-04 00:00:00.000
3915;351;NULL;NULL;3;2008-08-04 00:00:00.000
3917;1476;NULL;NULL;2;2008-08-04 00:00:00.000
