Id;PostId;UserId;BountyAmount;VoteTypeId;CreationDate
7393;507;NULL;NULL;2;2008-08-06 00:00:00.000
7394;2668;NULL;NULL;2;2008-08-06 00:00:00.000
7395;1220;NULL;NULL;2;2008-08-06 00:00:00.000
7397;3088;NULL;NULL;2;2008-08-06 00:00:00.000
7398;3082;NULL;NULL;2;2008-08-06 00:00:00.000
7399;3050;NULL;NULL;3;2008-08-06 00:00:00.000
7400;3092;NULL;NULL;2;2008-08-06 00:00:00.000
7401;3082;NULL;NULL;2;2008-08-06 00:00:00.000
7402;3100;NULL;NULL;2;2008-08-06 00:00:00.000
7403;3058;NULL;NULL;2;2008-08-06 00:00:00.000
7404;3030;NULL;NULL;2;2008-08-06 00:00:00.000
7405;3025;NULL;NULL;2;2008-08-06 00:00:00.000
7406;3035;NULL;NULL;2;2008-08-06 00:00:00.000
7407;3043;NULL;NULL;2;2008-08-06 00:00:00.000
7408;3021;NULL;NULL;2;2008-08-06 00:00:00.000
7410;3053;NULL;NULL;2;2008-08-06 00:00:00.000
7411;3062;NULL;NULL;2;2008-08-06 00:00:00.000
7412;1762;NULL;NULL;2;2008-08-06 00:00:00.000
7413;1245;NULL;NULL;2;2008-08-06 00:00:00.000
7414;2733;NULL;NULL;2;2008-08-06 00:00:00.000
7416;3058;NULL;NULL;2;2008-08-06 00:00:00.000
7417;2277;NULL;NULL;1;2008-08-06 00:00:00.000
7418;2277;NULL;NULL;2;2008-08-06 00:00:00.000
7419;2866;NULL;NULL;1;2008-08-06 00:00:00.000
7420;797;NULL;NULL;2;2008-08-06 00:00:00.000
7421;875;NULL;NULL;2;2008-08-06 00:00:00.000
7422;3053;NULL;NULL;2;2008-08-06 00:00:00.000
7423;3093;NULL;NULL;2;2008-08-06 00:00:00.000
7424;2866;NULL;NULL;2;2008-08-06 00:00:00.000
7425;3113;NULL;NULL;2;2008-08-06 00:00:00.000
7426;1711;NULL;NULL;2;2008-08-06 00:00:00.000
7427;1220;NULL;NULL;2;2008-08-06 00:00:00.000
7428;1713;NULL;NULL;2;2008-08-06 00:00:00.000
7429;1719;NULL;NULL;2;2008-08-06 00:00:00.000
7430;3106;NULL;NULL;2;2008-08-06 00:00:00.000
7431;1711;NULL;NULL;2;2008-08-06 00:00:00.000
7432;1838;NULL;NULL;2;2008-08-06 00:00:00.000
7433;2824;NULL;NULL;2;2008-08-06 00:00:00.000
7434;3098;NULL;NULL;2;2008-08-06 00:00:00.000
7436;2870;NULL;NULL;2;2008-08-06 00:00:00.000
7437;2879;NULL;NULL;2;2008-08-06 00:00:00.000
7438;2848;NULL;NULL;2;2008-08-06 00:00:00.000
7439;3099;NULL;NULL;2;2008-08-06 00:00:00.000
7440;3117;NULL;NULL;2;2008-08-06 00:00:00.000
7441;3088;NULL;NULL;2;2008-08-06 00:00:00.000
7443;3112;NULL;NULL;2;2008-08-06 00:00:00.000
7444;3088;NULL;NULL;2;2008-08-06 00:00:00.000
7445;856;NULL;NULL;2;2008-08-06 00:00:00.000
7446;437;NULL;NULL;2;2008-08-06 00:00:00.000
7447;163;NULL;NULL;2;2008-08-06 00:00:00.000
7448;317;NULL;NULL;2;2008-08-06 00:00:00.000
7449;1220;NULL;NULL;2;2008-08-06 00:00:00.000
7450;3112;NULL;NULL;2;2008-08-06 00:00:00.000
7454;1887;NULL;NULL;3;2008-08-06 00:00:00.000
7455;3056;NULL;NULL;2;2008-08-06 00:00:00.000
7457;2451;NULL;NULL;3;2008-08-06 00:00:00.000
7458;2712;NULL;NULL;2;2008-08-06 00:00:00.000
7459;2639;NULL;NULL;2;2008-08-06 00:00:00.000
7460;1713;NULL;NULL;2;2008-08-06 00:00:00.000
7461;3058;NULL;NULL;2;2008-08-06 00:00:00.000
7462;1711;NULL;NULL;2;2008-08-06 00:00:00.000
7463;3088;NULL;NULL;2;2008-08-06 00:00:00.000
7464;1648;NULL;NULL;2;2008-08-06 00:00:00.000
7465;1711;NULL;NULL;2;2008-08-06 00:00:00.000
7466;1727;NULL;NULL;2;2008-08-06 00:00:00.000
7467;2824;NULL;NULL;2;2008-08-06 00:00:00.000
7468;3124;NULL;NULL;2;2008-08-06 00:00:00.000
7469;1073;NULL;NULL;1;2008-08-06 00:00:00.000
7470;2850;NULL;NULL;2;2008-08-06 00:00:00.000
7471;2844;NULL;NULL;2;2008-08-06 00:00:00.000
7472;3086;NULL;NULL;2;2008-08-06 00:00:00.000
7473;942;NULL;NULL;2;2008-08-06 00:00:00.000
7474;905;NULL;NULL;2;2008-08-06 00:00:00.000
7475;1735;NULL;NULL;2;2008-08-06 00:00:00.000
7476;3117;NULL;NULL;2;2008-08-06 00:00:00.000
7477;2677;NULL;NULL;2;2008-08-06 00:00:00.000
7478;2647;NULL;NULL;2;2008-08-06 00:00:00.000
7479;1788;NULL;NULL;2;2008-08-06 00:00:00.000
7480;3117;NULL;NULL;2;2008-08-06 00:00:00.000
7481;3088;NULL;NULL;2;2008-08-06 00:00:00.000
7482;3130;NULL;NULL;2;2008-08-06 00:00:00.000
7483;3105;NULL;NULL;2;2008-08-06 00:00:00.000
7484;1049;NULL;NULL;2;2008-08-06 00:00:00.000
7485;1040;NULL;NULL;2;2008-08-06 00:00:00.000
7486;3109;NULL;NULL;2;2008-08-06 00:00:00.000
7487;3105;NULL;NULL;2;2008-08-06 00:00:00.000
7488;2634;NULL;NULL;3;2008-08-06 00:00:00.000
7489;1715;NULL;NULL;3;2008-08-06 00:00:00.000
7490;3117;NULL;NULL;2;2008-08-06 00:00:00.000
7491;3118;NULL;NULL;3;2008-08-06 00:00:00.000
7492;3088;NULL;NULL;2;2008-08-06 00:00:00.000
7493;3139;NULL;NULL;2;2008-08-06 00:00:00.000
7494;3139;NULL;NULL;2;2008-08-06 00:00:00.000
7495;3136;NULL;NULL;2;2008-08-06 00:00:00.000
7496;3139;NULL;NULL;2;2008-08-06 00:00:00.000
7497;3139;NULL;NULL;1;2008-08-06 00:00:00.000
7498;3140;NULL;NULL;2;2008-08-06 00:00:00.000
7499;2839;NULL;NULL;1;2008-08-06 00:00:00.000
7500;1083;NULL;NULL;2;2008-08-06 00:00:00.000
7501;2927;NULL;NULL;1;2008-08-06 00:00:00.000
7502;3139;NULL;NULL;2;2008-08-06 00:00:00.000
7503;3136;NULL;NULL;2;2008-08-06 00:00:00.000
7504;208;NULL;NULL;2;2008-08-06 00:00:00.000
7505;3139;NULL;NULL;2;2008-08-06 00:00:00.000
7506;209;NULL;NULL;2;2008-08-06 00:00:00.000
7507;355;NULL;NULL;3;2008-08-06 00:00:00.000
7509;1648;NULL;NULL;2;2008-08-06 00:00:00.000
7510;1631;NULL;NULL;3;2008-08-06 00:00:00.000
7511;954;NULL;NULL;3;2008-08-06 00:00:00.000
7512;1220;NULL;NULL;2;2008-08-06 00:00:00.000
7515;2419;NULL;NULL;2;2008-08-06 00:00:00.000
7516;208;NULL;NULL;3;2008-08-06 00:00:00.000
7517;2507;NULL;NULL;2;2008-08-06 00:00:00.000
7518;2487;NULL;NULL;2;2008-08-06 00:00:00.000
7519;2483;NULL;NULL;2;2008-08-06 00:00:00.000
7520;1637;NULL;NULL;3;2008-08-06 00:00:00.000
7522;3144;NULL;NULL;2;2008-08-06 00:00:00.000
7523;1711;NULL;NULL;3;2008-08-06 00:00:00.000
7526;3151;NULL;NULL;2;2008-08-06 00:00:00.000
7527;3149;NULL;NULL;2;2008-08-06 00:00:00.000
7528;3144;NULL;NULL;2;2008-08-06 00:00:00.000
7529;3150;NULL;NULL;2;2008-08-06 00:00:00.000
7530;1930;NULL;NULL;2;2008-08-06 00:00:00.000
7531;3080;NULL;NULL;2;2008-08-06 00:00:00.000
7532;3124;NULL;NULL;2;2008-08-06 00:00:00.000
7533;3154;NULL;NULL;2;2008-08-06 00:00:00.000
7534;3145;NULL;NULL;2;2008-08-06 00:00:00.000
7535;3147;NULL;NULL;2;2008-08-06 00:00:00.000
7536;3147;NULL;NULL;2;2008-08-06 00:00:00.000
7537;19;NULL;NULL;2;2008-08-06 00:00:00.000
7538;3082;NULL;NULL;2;2008-08-06 00:00:00.000
7539;3134;NULL;NULL;2;2008-08-06 00:00:00.000
7540;1560;NULL;NULL;2;2008-08-06 00:00:00.000
7541;1902;NULL;NULL;2;2008-08-06 00:00:00.000
7542;708;NULL;NULL;2;2008-08-06 00:00:00.000
7543;2952;NULL;NULL;2;2008-08-06 00:00:00.000
7544;3164;NULL;NULL;2;2008-08-06 00:00:00.000
7545;3171;NULL;NULL;2;2008-08-06 00:00:00.000
7546;3177;NULL;NULL;2;2008-08-06 00:00:00.000
7547;3171;NULL;NULL;2;2008-08-06 00:00:00.000
7548;3178;NULL;NULL;2;2008-08-06 00:00:00.000
7549;3166;NULL;NULL;2;2008-08-06 00:00:00.000
7551;3183;NULL;NULL;1;2008-08-06 00:00:00.000
7552;2969;NULL;NULL;2;2008-08-06 00:00:00.000
7553;2507;NULL;NULL;2;2008-08-06 00:00:00.000
7555;3166;NULL;NULL;2;2008-08-06 00:00:00.000
7556;3190;NULL;NULL;3;2008-08-06 00:00:00.000
7557;1577;NULL;NULL;2;2008-08-06 00:00:00.000
7558;1579;NULL;NULL;2;2008-08-06 00:00:00.000
7559;3150;NULL;NULL;2;2008-08-06 00:00:00.000
7560;2474;NULL;NULL;2;2008-08-06 00:00:00.000
7562;3190;NULL;NULL;2;2008-08-06 00:00:00.000
7563;2483;NULL;NULL;2;2008-08-06 00:00:00.000
7564;1220;NULL;NULL;2;2008-08-06 00:00:00.000
7565;1771;NULL;NULL;2;2008-08-06 00:00:00.000
7566;3187;NULL;NULL;2;2008-08-06 00:00:00.000
7567;3189;NULL;NULL;3;2008-08-06 00:00:00.000
7568;3165;NULL;NULL;2;2008-08-06 00:00:00.000
7569;3171;NULL;NULL;2;2008-08-06 00:00:00.000
7571;3166;NULL;NULL;2;2008-08-06 00:00:00.000
7572;3191;NULL;NULL;3;2008-08-06 00:00:00.000
7573;3117;NULL;NULL;2;2008-08-06 00:00:00.000
7574;3088;NULL;NULL;2;2008-08-06 00:00:00.000
7575;3202;NULL;NULL;2;2008-08-06 00:00:00.000
7576;3191;NULL;NULL;2;2008-08-06 00:00:00.000
7577;3202;NULL;NULL;1;2008-08-06 00:00:00.000
7578;3202;NULL;NULL;2;2008-08-06 00:00:00.000
7579;3197;NULL;NULL;2;2008-08-06 00:00:00.000
7580;3197;NULL;NULL;2;2008-08-06 00:00:00.000
7581;3189;NULL;NULL;3;2008-08-06 00:00:00.000
7582;3187;NULL;NULL;2;2008-08-06 00:00:00.000
7583;3166;NULL;NULL;2;2008-08-06 00:00:00.000
7585;2507;NULL;NULL;2;2008-08-06 00:00:00.000
7586;2658;NULL;NULL;2;2008-08-06 00:00:00.000
7587;3197;NULL;NULL;2;2008-08-06 00:00:00.000
7588;3209;NULL;NULL;2;2008-08-06 00:00:00.000
7589;3209;NULL;NULL;2;2008-08-06 00:00:00.000
7590;3208;NULL;NULL;2;2008-08-06 00:00:00.000
7591;3209;NULL;NULL;1;2008-08-06 00:00:00.000
7592;1125;NULL;NULL;2;2008-08-06 00:00:00.000
7594;478;NULL;NULL;2;2008-08-06 00:00:00.000
7595;458;NULL;NULL;2;2008-08-06 00:00:00.000
7597;912;NULL;NULL;2;2008-08-06 00:00:00.000
7598;1717;NULL;NULL;2;2008-08-06 00:00:00.000
7599;3215;NULL;NULL;2;2008-08-06 00:00:00.000
7602;3209;NULL;NULL;2;2008-08-06 00:00:00.000
7603;3216;NULL;NULL;2;2008-08-06 00:00:00.000
7605;3209;NULL;NULL;2;2008-08-06 00:00:00.000
7606;3213;NULL;NULL;2;2008-08-06 00:00:00.000
7607;3206;NULL;NULL;3;2008-08-06 00:00:00.000
7608;2110;NULL;NULL;2;2008-08-06 00:00:00.000
7609;2901;NULL;NULL;2;2008-08-06 00:00:00.000
7610;317;NULL;NULL;2;2008-08-06 00:00:00.000
7611;3166;NULL;NULL;3;2008-08-06 00:00:00.000
7612;343;NULL;NULL;2;2008-08-06 00:00:00.000
7613;2384;NULL;NULL;2;2008-08-06 00:00:00.000
7614;3190;NULL;NULL;3;2008-08-06 00:00:00.000
7615;3227;NULL;NULL;3;2008-08-06 00:00:00.000
7616;3213;NULL;NULL;2;2008-08-06 00:00:00.000
7617;2648;NULL;NULL;3;2008-08-06 00:00:00.000
7618;3180;NULL;NULL;3;2008-08-06 00:00:00.000
7619;3216;NULL;NULL;2;2008-08-06 00:00:00.000
7620;3165;NULL;NULL;3;2008-08-06 00:00:00.000
7621;3197;NULL;NULL;2;2008-08-06 00:00:00.000
7622;3157;NULL;NULL;2;2008-08-06 00:00:00.000
7623;3216;NULL;NULL;2;2008-08-06 00:00:00.000
7624;3206;NULL;NULL;3;2008-08-06 00:00:00.000
7625;327;NULL;NULL;2;2008-08-06 00:00:00.000
7626;3231;NULL;NULL;2;2008-08-06 00:00:00.000
7627;3232;NULL;NULL;2;2008-08-06 00:00:00.000
7628;3238;NULL;NULL;2;2008-08-06 00:00:00.000
7629;3237;NULL;NULL;2;2008-08-06 00:00:00.000
7630;3236;NULL;NULL;2;2008-08-06 00:00:00.000
7631;3238;NULL;NULL;2;2008-08-06 00:00:00.000
7632;3239;NULL;NULL;2;2008-08-06 00:00:00.000
7633;3232;NULL;NULL;2;2008-08-06 00:00:00.000
7634;2979;NULL;NULL;2;2008-08-06 00:00:00.000
7636;3216;NULL;NULL;2;2008-08-06 00:00:00.000
7637;3241;NULL;NULL;2;2008-08-06 00:00:00.000
7638;3027;NULL;NULL;2;2008-08-06 00:00:00.000
7639;3180;NULL;NULL;2;2008-08-06 00:00:00.000
7640;3239;NULL;NULL;2;2008-08-06 00:00:00.000
7641;3244;NULL;NULL;2;2008-08-06 00:00:00.000
7642;3236;NULL;NULL;2;2008-08-06 00:00:00.000
7643;2422;NULL;NULL;3;2008-08-06 00:00:00.000
7644;3232;NULL;NULL;2;2008-08-06 00:00:00.000
7645;3250;NULL;NULL;2;2008-08-06 00:00:00.000
7646;3228;NULL;NULL;2;2008-08-06 00:00:00.000
7647;3239;NULL;NULL;2;2008-08-06 00:00:00.000
7648;3247;NULL;NULL;2;2008-08-06 00:00:00.000
7649;3250;NULL;NULL;2;2008-08-06 00:00:00.000
7650;3251;NULL;NULL;2;2008-08-06 00:00:00.000
7651;3250;NULL;NULL;2;2008-08-06 00:00:00.000
7652;3238;NULL;NULL;2;2008-08-06 00:00:00.000
7655;3236;NULL;NULL;2;2008-08-06 00:00:00.000
7657;3252;NULL;NULL;1;2008-08-06 00:00:00.000
7658;3250;NULL;NULL;2;2008-08-06 00:00:00.000
7659;3256;NULL;NULL;2;2008-08-06 00:00:00.000
7660;3247;NULL;NULL;2;2008-08-06 00:00:00.000
7661;3259;NULL;NULL;2;2008-08-06 00:00:00.000
7662;3250;NULL;NULL;2;2008-08-06 00:00:00.000
7663;3256;NULL;NULL;2;2008-08-06 00:00:00.000
7664;3251;NULL;NULL;2;2008-08-06 00:00:00.000
7665;3239;NULL;NULL;2;2008-08-06 00:00:00.000
7666;3238;NULL;NULL;2;2008-08-06 00:00:00.000
7667;3236;NULL;NULL;2;2008-08-06 00:00:00.000
7668;3209;NULL;NULL;2;2008-08-06 00:00:00.000
7669;3252;NULL;NULL;2;2008-08-06 00:00:00.000
7670;3171;NULL;NULL;2;2008-08-06 00:00:00.000
7671;3258;NULL;NULL;2;2008-08-06 00:00:00.000
7672;3180;NULL;NULL;2;2008-08-06 00:00:00.000
7673;967;NULL;NULL;2;2008-08-06 00:00:00.000
7674;3188;NULL;NULL;2;2008-08-06 00:00:00.000
7675;3245;NULL;NULL;2;2008-08-06 00:00:00.000
7676;3263;NULL;NULL;2;2008-08-06 00:00:00.000
7677;3232;NULL;NULL;2;2008-08-06 00:00:00.000
7678;3249;NULL;NULL;2;2008-08-06 00:00:00.000
7679;3217;NULL;NULL;2;2008-08-06 00:00:00.000
7680;3205;NULL;NULL;2;2008-08-06 00:00:00.000
7681;3027;NULL;NULL;2;2008-08-06 00:00:00.000
7682;3253;NULL;NULL;2;2008-08-06 00:00:00.000
7683;3239;NULL;NULL;2;2008-08-06 00:00:00.000
7685;634;NULL;NULL;2;2008-08-06 00:00:00.000
7686;2514;NULL;NULL;2;2008-08-06 00:00:00.000
7687;636;NULL;NULL;2;2008-08-06 00:00:00.000
7688;2504;NULL;NULL;2;2008-08-06 00:00:00.000
7689;3250;NULL;NULL;2;2008-08-06 00:00:00.000
7690;3247;NULL;NULL;2;2008-08-06 00:00:00.000
7691;1713;NULL;NULL;2;2008-08-06 00:00:00.000
7692;1730;NULL;NULL;3;2008-08-06 00:00:00.000
7693;3063;NULL;NULL;2;2008-08-06 00:00:00.000
7695;2059;NULL;NULL;2;2008-08-06 00:00:00.000
7696;2918;NULL;NULL;2;2008-08-06 00:00:00.000
7697;2606;NULL;NULL;2;2008-08-06 00:00:00.000
7698;2923;NULL;NULL;2;2008-08-06 00:00:00.000
7699;3134;NULL;NULL;2;2008-08-06 00:00:00.000
7700;3239;NULL;NULL;2;2008-08-06 00:00:00.000
7701;1713;NULL;NULL;2;2008-08-06 00:00:00.000
7703;1125;NULL;NULL;2;2008-08-06 00:00:00.000
7704;3187;NULL;NULL;2;2008-08-06 00:00:00.000
7705;3202;NULL;NULL;2;2008-08-06 00:00:00.000
7706;3190;NULL;NULL;2;2008-08-06 00:00:00.000
7707;3274;NULL;NULL;2;2008-08-06 00:00:00.000
7708;3263;NULL;NULL;2;2008-08-06 00:00:00.000
7709;3188;NULL;NULL;2;2008-08-06 00:00:00.000
7710;3180;NULL;NULL;2;2008-08-06 00:00:00.000
7711;3239;NULL;NULL;3;2008-08-06 00:00:00.000
7712;1965;NULL;NULL;2;2008-08-06 00:00:00.000
7713;3247;NULL;NULL;2;2008-08-06 00:00:00.000
7714;3269;NULL;NULL;2;2008-08-06 00:00:00.000
7715;3254;NULL;NULL;2;2008-08-06 00:00:00.000
7716;1711;NULL;NULL;2;2008-08-06 00:00:00.000
7717;2970;NULL;NULL;2;2008-08-06 00:00:00.000
7718;3036;NULL;NULL;2;2008-08-06 00:00:00.000
7719;3180;NULL;NULL;2;2008-08-06 00:00:00.000
7720;3267;NULL;NULL;1;2008-08-06 00:00:00.000
7721;3267;NULL;NULL;2;2008-08-06 00:00:00.000
7722;3267;NULL;NULL;2;2008-08-06 00:00:00.000
7723;3213;NULL;NULL;2;2008-08-06 00:00:00.000
7724;2823;NULL;NULL;2;2008-08-06 00:00:00.000
7725;1248;NULL;NULL;2;2008-08-06 00:00:00.000
7726;566;NULL;NULL;2;2008-08-06 00:00:00.000
7727;568;NULL;NULL;2;2008-08-06 00:00:00.000
7728;3285;NULL;NULL;2;2008-08-06 00:00:00.000
7729;3280;NULL;NULL;2;2008-08-06 00:00:00.000
7730;3291;NULL;NULL;2;2008-08-06 00:00:00.000
7731;3291;NULL;NULL;2;2008-08-06 00:00:00.000
7732;2333;NULL;NULL;2;2008-08-06 00:00:00.000
7733;2913;NULL;NULL;2;2008-08-06 00:00:00.000
7734;3291;NULL;NULL;2;2008-08-06 00:00:00.000
7735;3284;NULL;NULL;2;2008-08-06 00:00:00.000
7736;3241;NULL;NULL;2;2008-08-06 00:00:00.000
7737;2648;NULL;NULL;2;2008-08-06 00:00:00.000
7738;3291;NULL;NULL;2;2008-08-06 00:00:00.000
7739;3284;NULL;NULL;2;2008-08-06 00:00:00.000
7740;3292;NULL;NULL;2;2008-08-06 00:00:00.000
7741;3292;NULL;NULL;2;2008-08-06 00:00:00.000
7742;3276;NULL;NULL;2;2008-08-06 00:00:00.000
7743;3292;NULL;NULL;2;2008-08-06 00:00:00.000
7744;3291;NULL;NULL;2;2008-08-06 00:00:00.000
7745;3071;NULL;NULL;2;2008-08-06 00:00:00.000
7746;3294;NULL;NULL;2;2008-08-06 00:00:00.000
7747;3294;NULL;NULL;2;2008-08-06 00:00:00.000
7748;3226;NULL;NULL;2;2008-08-06 00:00:00.000
7749;3296;NULL;NULL;2;2008-08-06 00:00:00.000
7750;2913;NULL;NULL;2;2008-08-06 00:00:00.000
7751;3291;NULL;NULL;2;2008-08-06 00:00:00.000
7752;2918;NULL;NULL;2;2008-08-06 00:00:00.000
7753;3297;NULL;NULL;2;2008-08-06 00:00:00.000
7754;3225;NULL;NULL;2;2008-08-06 00:00:00.000
7756;3233;NULL;NULL;2;2008-08-06 00:00:00.000
7757;3187;NULL;NULL;2;2008-08-06 00:00:00.000
7758;3238;NULL;NULL;2;2008-08-06 00:00:00.000
7759;3236;NULL;NULL;2;2008-08-06 00:00:00.000
7760;3232;NULL;NULL;2;2008-08-06 00:00:00.000
7761;3301;NULL;NULL;2;2008-08-06 00:00:00.000
7762;2560;NULL;NULL;2;2008-08-06 00:00:00.000
7763;2562;NULL;NULL;2;2008-08-06 00:00:00.000
7764;3187;NULL;NULL;2;2008-08-06 00:00:00.000
7765;1856;NULL;NULL;2;2008-08-06 00:00:00.000
7766;856;NULL;NULL;2;2008-08-06 00:00:00.000
7767;437;NULL;NULL;2;2008-08-06 00:00:00.000
7768;1660;NULL;NULL;2;2008-08-06 00:00:00.000
7769;3305;NULL;NULL;2;2008-08-06 00:00:00.000
7770;1556;NULL;NULL;2;2008-08-06 00:00:00.000
7771;1556;NULL;NULL;1;2008-08-06 00:00:00.000
7772;3266;NULL;NULL;3;2008-08-06 00:00:00.000
7773;3296;NULL;NULL;1;2008-08-06 00:00:00.000
7774;637;NULL;NULL;2;2008-08-06 00:00:00.000
7775;3213;NULL;NULL;2;2008-08-06 00:00:00.000
7776;482;NULL;NULL;2;2008-08-06 00:00:00.000
7777;3294;NULL;NULL;2;2008-08-06 00:00:00.000
7778;3291;NULL;NULL;2;2008-08-06 00:00:00.000
7779;3284;NULL;NULL;2;2008-08-06 00:00:00.000
7782;3321;NULL;NULL;2;2008-08-06 00:00:00.000
7783;3320;NULL;NULL;2;2008-08-06 00:00:00.000
7784;3320;NULL;NULL;3;2008-08-06 00:00:00.000
7785;3321;NULL;NULL;1;2008-08-06 00:00:00.000
7786;3252;NULL;NULL;2;2008-08-06 00:00:00.000
7787;969;NULL;NULL;3;2008-08-06 00:00:00.000
7788;980;NULL;NULL;2;2008-08-06 00:00:00.000
7789;977;NULL;NULL;2;2008-08-06 00:00:00.000
7791;3316;NULL;NULL;1;2008-08-06 00:00:00.000
7792;980;NULL;NULL;2;2008-08-06 00:00:00.000
7793;969;NULL;NULL;3;2008-08-06 00:00:00.000
7794;1009;NULL;NULL;2;2008-08-06 00:00:00.000
7795;980;NULL;NULL;2;2008-08-06 00:00:00.000
7796;3247;NULL;NULL;2;2008-08-06 00:00:00.000
7798;1069;NULL;NULL;2;2008-08-06 00:00:00.000
7799;3250;NULL;NULL;2;2008-08-06 00:00:00.000
7801;3332;NULL;NULL;2;2008-08-06 00:00:00.000
7802;977;NULL;NULL;2;2008-08-06 00:00:00.000
7810;3332;NULL;NULL;3;2008-08-06 00:00:00.000
7813;2699;NULL;NULL;2;2008-08-06 00:00:00.000
7816;3250;NULL;NULL;2;2008-08-06 00:00:00.000
7817;3256;NULL;NULL;2;2008-08-06 00:00:00.000
7818;3324;NULL;NULL;2;2008-08-06 00:00:00.000
7819;3305;NULL;NULL;2;2008-08-06 00:00:00.000
7824;969;NULL;NULL;2;2008-08-06 00:00:00.000
7825;3218;NULL;NULL;2;2008-08-06 00:00:00.000
7826;3218;NULL;NULL;1;2008-08-06 00:00:00.000
7827;3247;NULL;NULL;2;2008-08-06 00:00:00.000
7828;1637;NULL;NULL;2;2008-08-06 00:00:00.000
7829;437;NULL;NULL;2;2008-08-06 00:00:00.000
7830;286;NULL;NULL;2;2008-08-06 00:00:00.000
7831;1644;NULL;NULL;2;2008-08-06 00:00:00.000
7833;9;NULL;NULL;2;2008-08-06 00:00:00.000
7834;1914;NULL;NULL;2;2008-08-06 00:00:00.000
7835;3250;NULL;NULL;2;2008-08-06 00:00:00.000
7836;3247;NULL;NULL;2;2008-08-06 00:00:00.000
7837;2763;NULL;NULL;1;2008-08-06 00:00:00.000
7838;3255;NULL;NULL;2;2008-08-06 00:00:00.000
7839;3342;NULL;NULL;1;2008-08-06 00:00:00.000
7840;2824;NULL;NULL;2;2008-08-06 00:00:00.000
7841;3238;NULL;NULL;2;2008-08-06 00:00:00.000
7842;3236;NULL;NULL;2;2008-08-06 00:00:00.000
7843;3247;NULL;NULL;2;2008-08-06 00:00:00.000
7846;3348;NULL;NULL;2;2008-08-06 00:00:00.000
7847;3349;NULL;NULL;2;2008-08-06 00:00:00.000
7848;3338;NULL;NULL;2;2008-08-06 00:00:00.000
7849;3350;NULL;NULL;2;2008-08-06 00:00:00.000
7850;3340;NULL;NULL;3;2008-08-06 00:00:00.000
7851;3347;NULL;NULL;2;2008-08-06 00:00:00.000
7852;3250;NULL;NULL;2;2008-08-06 00:00:00.000
7853;3321;NULL;NULL;2;2008-08-06 00:00:00.000
7854;3319;NULL;NULL;2;2008-08-06 00:00:00.000
7855;3350;NULL;NULL;2;2008-08-06 00:00:00.000
7856;3347;NULL;NULL;2;2008-08-06 00:00:00.000
7857;3342;NULL;NULL;2;2008-08-06 00:00:00.000
7858;3341;NULL;NULL;2;2008-08-06 00:00:00.000
7859;3344;NULL;NULL;2;2008-08-06 00:00:00.000
7860;1102;NULL;NULL;2;2008-08-06 00:00:00.000
7861;1113;NULL;NULL;2;2008-08-06 00:00:00.000
7862;3352;NULL;NULL;2;2008-08-06 00:00:00.000
7863;343;NULL;NULL;2;2008-08-06 00:00:00.000
7867;3305;NULL;NULL;2;2008-08-06 00:00:00.000
7869;3321;NULL;NULL;2;2008-08-06 00:00:00.000
7872;3124;NULL;NULL;1;2008-08-06 00:00:00.000
7874;2987;NULL;NULL;2;2008-08-06 00:00:00.000
7875;3058;NULL;NULL;2;2008-08-06 00:00:00.000
7876;3100;NULL;NULL;2;2008-08-06 00:00:00.000
7877;3033;NULL;NULL;2;2008-08-06 00:00:00.000
7878;3066;NULL;NULL;2;2008-08-06 00:00:00.000
7879;3360;NULL;NULL;2;2008-08-06 00:00:00.000
7880;3361;NULL;NULL;2;2008-08-06 00:00:00.000
7881;3321;NULL;NULL;2;2008-08-06 00:00:00.000
7882;3350;NULL;NULL;2;2008-08-06 00:00:00.000
7883;3361;NULL;NULL;3;2008-08-06 00:00:00.000
7884;3357;NULL;NULL;2;2008-08-06 00:00:00.000
7885;3321;NULL;NULL;2;2008-08-06 00:00:00.000
7887;3360;NULL;NULL;2;2008-08-06 00:00:00.000
7888;2857;NULL;NULL;2;2008-08-06 00:00:00.000
7889;3365;NULL;NULL;2;2008-08-06 00:00:00.000
7890;3362;NULL;NULL;2;2008-08-06 00:00:00.000
7891;2764;NULL;NULL;2;2008-08-06 00:00:00.000
7893;630;NULL;NULL;2;2008-08-06 00:00:00.000
7894;3362;NULL;NULL;3;2008-08-06 00:00:00.000
7895;3321;NULL;NULL;2;2008-08-06 00:00:00.000
7896;1629;NULL;NULL;2;2008-08-06 00:00:00.000
7897;3368;NULL;NULL;2;2008-08-06 00:00:00.000
7898;3372;NULL;NULL;3;2008-08-06 00:00:00.000
7899;3371;NULL;NULL;2;2008-08-06 00:00:00.000
7900;3362;NULL;NULL;2;2008-08-06 00:00:00.000
7901;3251;NULL;NULL;2;2008-08-06 00:00:00.000
7902;3232;NULL;NULL;2;2008-08-06 00:00:00.000
7903;3377;NULL;NULL;2;2008-08-06 00:00:00.000
7904;3255;NULL;NULL;2;2008-08-06 00:00:00.000
7905;3378;NULL;NULL;2;2008-08-06 00:00:00.000
7906;3372;NULL;NULL;2;2008-08-06 00:00:00.000
7907;2756;NULL;NULL;2;2008-08-06 00:00:00.000
7908;3350;NULL;NULL;2;2008-08-06 00:00:00.000
7909;3361;NULL;NULL;2;2008-08-06 00:00:00.000
